key,id,baseline,domain,subdomain,area,text
"TPRM:7.1.1.1","7.1.1.1","TPRM","Business Continuity Management & Disaster Recovery","Business Continuity Plans","Business Continuity and Disaster Recovery Plans","Regulated Entities shall ensure that third-parties maintain a comprehensive Business Continuity Plan (BCP) and Disaster Recovery Plan (DRP) that are formally documented, approved by relevant authorities, and effectively implemented."
"TPRM:7.2.1.1","7.2.1.1","TPRM","Business Continuity Management & Disaster Recovery","Data Back up and Replication","Policy Review and Maintenance","Regulated Entities shall ensure that third-parties periodically review and update their backup policies, procedures, and plan documents to maintain suitability, adequacy, and effectiveness. Reviews should account for changes in business operations, technology, and regulatory requirements, and shall include validation of backup and restoration processes. All updates shall be documented and approved through appropriate governance mechanisms."
"TPRM:7.2.2.1","7.2.2.1","TPRM","Business Continuity Management & Disaster Recovery","Data Back up and Replication","Information Backup","Regulated Entities shall ensure that their third-parties have an approved backup policy and procedure governing the management, execution, and oversight of data backup activities. Additionally, third-party shall maintain a formally documented and authorized Backup Plan that includes: a. information to be backed up, including data types and criticality; b. identification of systems hosting the information (e.g., server or application names); c. supporting IT infrastructure details (e.g., hardware specifications, storage configurations); d. defined backup periodicity (e.g., daily, weekly, monthly, annual) based on business and data sensitivity requirements; and e. data retention schedules aligned with applicable legal, contractual, and regulatory obligations."
"TPRM:7.2.3.1","7.2.3.1","TPRM","Business Continuity Management & Disaster Recovery","Data Back up and Replication","Contingency Environments - Change Management","Regulated Entities shall ensure that third-party service providers have a formal change management process in place to ensure that all changes are consistently replicated across primary and contingency environments."
"TPRM:7.3.1.1","7.3.1.1","TPRM","Business Continuity Management & Disaster Recovery","Periodic Testing of DR Capabilities","Availability of Key Infrastructure","Regulated Entities shall ensure that their third-party service providers maintain a Disaster Recovery (DR) center to support continuity of operations during major disruptions. The DR center should be geographically separated from the primary data center, preferably located in a different seismic zone, to mitigate regional risks and enhance redundancy."
"TPRM:7.3.1.2","7.3.1.2","TPRM","Business Continuity Management & Disaster Recovery","Periodic Testing of DR Capabilities","Availability of Key Infrastructure","Ensure all key infrastructure should be deployed in High Availability (HA) mode to ensure uninterrupted service delivery."
"TPRM:7.3.2.1","7.3.2.1","TPRM","Business Continuity Management & Disaster Recovery","Periodic Testing of DR Capabilities","Resilience testing","Regulated Entities shall ensure that third-parties conduct periodic testing of their Business Continuity Plans (BCPs) to validate effectiveness and readiness in responding to disruptive events."
"TPRM:7.3.2.2","7.3.2.2","TPRM","Business Continuity Management & Disaster Recovery","Periodic Testing of DR Capabilities","Resilience testing","Regulated Entities shall ensure that third-parties have defined and documented Recovery Time Objectives (RTO) and Recovery Point Objectives (RPO) for all critical services provided."
"TPRM:7.3.2.3","7.3.2.3","TPRM","Business Continuity Management & Disaster Recovery","Periodic Testing of DR Capabilities","Resilience testing","Regulated Entities shall ensure that parameters be reviewed periodically and aligned with business impact assessments and agreed service-level expectations."
"TPRM:7.4.1.1","7.4.1.1","TPRM","Business Continuity Management & Disaster Recovery","Recovery and Restoration Procedures","Restoration testing","Regulated Entities shall ensure that third-parties perform periodic restoration testing of backup data to verify its integrity, accuracy, and recoverability. Each test shall be documented in a Backup Restoration Log, detailing the date, scope, results, and any issues encountered."
"TPRM:7.4.1.2","7.4.1.2","TPRM","Business Continuity Management & Disaster Recovery","Recovery and Restoration Procedures","Restoration testing","Discrepancies or errors identified during testing shall be promptly reported to relevant stakeholders and addressed through corrective actions to ensure the reliability of backup systems."
"TPRM:7.5.1.1","7.5.1.1","TPRM","Business Continuity Management & Disaster Recovery","Business Continuity Management & Recovery","Contractual guarantees","Regulated Entities shall ensure that third-parties offer contractual guarantees, such as Service Level Agreements (SLAs), to ensure reliability and accountability in the delivery of products and services. SLAs should define measurable performance metrics, including uptime commitments, response and resolution times, and applicable penalties or remedies for service disruptions. Regulated Entities shall ensure that documentation of all active SLAs is maintained and clearly communicated to relevant stakeholders."
"TPRM:8.1.1.1","8.1.1.1","TPRM","Incident Management","Incident Detection and Monitoring","Threat Detection Capability","All applicable controls related to incident detection and monitoring, defined in the Cyber Resilience Baselines, shall be evaluated as a part of the assessment process."
"TPRM:8.1.1.2","8.1.1.2","TPRM","Incident Management","Incident Detection and Monitoring","Threat Detection Capability","Regulated Entities shall ensure that third-parties implement real-time security monitoring tools that continuously track and alert on unauthorized or anomalous activity within infrastructure, endpoints, and cloud systems."
